#Average fold change data from ChIP-seq & RNA-seq across 3 growth stages (logarithmic phase, transition point, stationary phase) on minimal medium. From paper DOI: 10.1128/JB.00411-18 Supplemental file 4 https://jb.asm.org/highwire/filestream/299446/field_highwire_adjunct_files/3/JB.00411-18-sd004.xlsx#
TF	Gene	F_avg	F_sd	F_corrected	Regulation_direct	PS	PS_corrected	kd (units.mol/units.L)
"lrp"	"iscR"	1.22	1.94	NaN	1	-	-	-
"lrp"	"suhB"	-0.55	0.38	NaN	-1	-	-	-
"lrp"	"yfhR"	0.81	1.61	NaN	1	-	-	-
"lrp"	"csiE"	-2.43	0.67	NaN	-1	-	-	-
"lrp"	"hcaT"	-0.21	0.20	NaN	-1	-	-	-
"lrp"	"hcaR"	0.18	0.55	NaN	1	-	-	-
"lrp"	"hcaE"	-0.15	0.41	NaN	-1	-	-	-
"lrp"	"yphA"	0.01	0.20	NaN	1	-	-	-
"lrp"	"yphB"	0.12	0.29	NaN	1	-	-	-
"lrp"	"glyA"	-0.72	0.65	NaN	-1	-	-	-
"lrp"	"hmp"	0.34	0.35	NaN	1	-	-	-
"lrp"	"glnB"	-0.27	0.22	NaN	-1	-	-	-
"lrp"	"glrK"	0.09	0.29	NaN	1	-	-	-
"lrp"	"glmY"	-0.21	0.72	NaN	-1	-	-	-
"lrp"	"purL"	-0.52	1.08	NaN	-1	-	-	-
"lrp"	"mltF"	-0.15	0.31	NaN	-1	-	-	-
"lrp"	"pgpC"	0.06	0.24	NaN	1	-	-	-
"lrp"	"yfhH"	0.14	0.11	NaN	1	-	-	-
"lrp"	"acpS"	-0.58	0.22	NaN	-1	-	-	-
"lrp"	"pdxJ"	0.06	0.31	NaN	1	-	-	-
"lrp"	"era"	0.04	0.12	NaN	1	-	-	-
"lrp"	"rnc"	0.01	0.11	NaN	1	-	-	-
"lrp"	"lepB"	-0.48	0.50	NaN	-1	-	-	-
"lrp"	"lepA"	-0.18	0.26	NaN	-1	-	-	-
"lrp"	"rseB"	0.02	0.34	NaN	1	-	-	-
"lrp"	"rseA"	0.97	1.60	NaN	1	-	-	-
"lrp"	"rpoE"	0.64	1.31	NaN	1	-	-	-
"lrp"	"nadB"	-0.93	1.45	NaN	-1	-	-	-
"lrp"	"yfiC"	-0.78	0.67	NaN	-1	-	-	-
"lrp"	"srmB"	-0.31	0.48	NaN	-1	-	-	-
"lrp"	"yfiE"	0.24	0.25	NaN	1	-	-	-
"lrp"	"grcA"	0.22	0.47	NaN	1	-	-	-
"lrp"	"ung"	-0.04	0.34	NaN	-1	-	-	-
"lrp"	"yfiF"	0.39	0.05	NaN	1	-	-	-
"lrp"	"trxC"	0.85	0.95	NaN	1	-	-	-
"lrp"	"patZ"	0.03	0.55	NaN	1	-	-	-
"lrp"	"pssA"	-0.19	0.45	NaN	-1	-	-	-
"lrp"	"yfiM"	-0.44	0.51	NaN	-1	-	-	-
"lrp"	"kgtP"	0.32	0.10	NaN	1	-	-	-
"lrp"	"rrsG"	-0.19	2.06	NaN	-1	-	-	-
"lrp"	"clpB"	0.76	0.65	NaN	1	-	-	-
"lrp"	"ryfD"	0.57	0.55	NaN	1	-	-	-
"lrp"	"yfiH"	-0.25	0.64	NaN	-1	-	-	-
"lrp"	"bamD"	-0.35	0.28	NaN	-1	-	-	-
"lrp"	"raiA"	0.10	0.52	NaN	1	-	-	-
"lrp"	"pheL"	-0.07	0.60	NaN	-1	-	-	-
"lrp"	"aroF"	-0.78	0.83	NaN	-1	-	-	-
"lrp"	"yfiL"	-0.08	0.23	NaN	-1	-	-	-
"lrp"	"yfiR"	0.04	0.54	NaN	1	-	-	-
"lrp"	"yfiB"	-0.56	0.70	NaN	-1	-	-	-
"lrp"	"rplS"	-0.74	0.97	NaN	-1	-	-	-
"lrp"	"rpsP"	-0.78	0.83	NaN	-1	-	-	-
"lrp"	"rimM"	-0.84	0.98	NaN	-1	-	-	-
"lrp"	"zipA5'"	-0.32	0.16	NaN	-1	-	-	-
"lrp"	"ypjD"	-0.11	0.52	NaN	-1	-	-	-
"lrp"	"ffh"	0.17	0.11	NaN	1	-	-	-
"lrp"	"yfjD"	-0.38	0.19	NaN	-1	-	-	-
"lrp"	"grpE"	0.07	0.24	NaN	1	-	-	-
"lrp"	"nadK"	0.18	0.32	NaN	1	-	-	-
"lrp"	"recN"	-0.06	0.24	NaN	-1	-	-	-
"lrp"	"bamE"	0.77	1.78	NaN	1	-	-	-
"lrp"	"smpB"	0.19	0.32	NaN	1	-	-	-
"lrp"	"ssrA"	0.60	0.92	NaN	1	-	-	-
"lrp"	"intA"	-0.30	0.10	NaN	-1	-	-	-
"lrp"	"yfjH"	0.05	0.91	NaN	1	-	-	-
"lrp"	"yfjI"	0.02	0.97	NaN	1	-	-	-
"lrp"	"yfjJ"	-0.55	0.37	NaN	-1	-	-	-
"lrp"	"abpA"	-0.07	0.08	NaN	-1	-	-	-
"lrp"	"rnlA"	-0.16	0.46	NaN	-1	-	-	-
"lrp"	"yfjM"	1.17	0.91	NaN	1	-	-	-
"lrp"	"rnlB"	-0.26	0.20	NaN	-1	-	-	-
"lrp"	"yfjP"	0.30	0.17	NaN	1	-	-	-
"lrp"	"yfjW"	-0.10	0.46	NaN	-1	-	-	-
"lrp"	"ypjA"	0.16	0.32	NaN	1	-	-	-
"lrp"	"ypjB"	-0.94	1.40	NaN	-1	-	-	-
"lrp"	"csiD"	1.34	1.52	NaN	1	-	-	-
"lrp"	"gabD"	0.37	0.55	NaN	1	-	-	-
"lrp"	"csiR"	0.30	0.19	NaN	1	-	-	-
"lrp"	"kbp"	0.12	0.67	NaN	1	-	-	-
"lrp"	"yqaE"	-0.06	0.36	NaN	-1	-	-	-
"lrp"	"ygaV"	-0.11	0.39	NaN	-1	-	-	-
"lrp"	"ygaP"	0.46	0.58	NaN	1	-	-	-
"lrp"	"stpA"	3.02	2.55	NaN	1	-	-	-
"lrp"	"alaE"	-2.87	1.56	NaN	-1	-	-	-
"lrp"	"ygaM"	0.13	0.52	NaN	1	-	-	-
"lrp"	"ygaC"	0.18	0.25	NaN	1	-	-	-
"lrp"	"nrdH"	1.18	0.67	NaN	1	-	-	-
"lrp"	"proV"	-0.69	1.22	NaN	-1	-	-	-
"lrp"	"ygaZ"	-0.33	0.65	NaN	-1	-	-	-
"lrp"	"mprA"	0.00	0.20	NaN	-1	-	-	-
"lrp"	"emrA"	-0.18	0.30	NaN	-1	-	-	-
"lrp"	"luxS"	-0.11	0.15	NaN	-1	-	-	-
"lrp"	"gshA"	-0.18	0.34	NaN	-1	-	-	-
"lrp"	"argY"	0.03	0.48	NaN	1	-	-	-
"lrp"	"serV"	0.45	0.74	NaN	1	-	-	-
"lrp"	"csrA"	0.29	0.99	NaN	1	-	-	-
"lrp"	"alaS"	-0.32	0.40	NaN	-1	-	-	-
"lrp"	"recA"	0.20	0.18	NaN	1	-	-	-
"lrp"	"pncC"	-0.24	0.33	NaN	-1	-	-	-
"lrp"	"srlA"	0.57	0.84	NaN	1	-	-	-
"lrp"	"srlR"	-0.64	1.38	NaN	-1	-	-	-
"lrp"	"gutQ"	-0.31	0.80	NaN	-1	-	-	-
"lrp"	"norR"	0.15	0.03	NaN	1	-	-	-
"lrp"	"norV"	0.49	0.42	NaN	1	-	-	-
"lrp"	"hypF"	-0.24	0.63	NaN	-1	-	-	-
"lrp"	"hydN"	0.32	1.18	NaN	1	-	-	-
"lrp"	"ascG"	-0.13	0.71	NaN	-1	-	-	-
"lrp"	"ascF"	0.74	0.08	NaN	1	-	-	-
"lrp"	"ascB"	0.33	0.17	NaN	1	-	-	-
"lrp"	"hycI"	0.10	0.88	NaN	1	-	-	-
"lrp"	"hypA"	0.59	0.64	NaN	1	-	-	-
"lrp"	"hypB"	0.18	0.24	NaN	1	-	-	-
"lrp"	"ygbA"	-0.25	1.01	NaN	-1	-	-	-
"lrp"	"mutS"	-0.23	0.08	NaN	-1	-	-	-
"lrp"	"pphB"	-0.51	0.64	NaN	-1	-	-	-
"lrp"	"ygbI"	-0.01	0.34	NaN	-1	-	-	-
"lrp"	"ygbK"	0.02	0.16	NaN	1	-	-	-
"lrp"	"ygbL"	0.29	0.55	NaN	1	-	-	-
"lrp"	"ygbN"	-0.23	0.35	NaN	-1	-	-	-
"lrp"	"rpoS"	0.00	0.48	NaN	-1	-	-	-
"lrp"	"nlpD"	0.07	0.50	NaN	1	-	-	-
"lrp"	"umpG"	-0.09	0.20	NaN	-1	-	-	-
"lrp"	"ispF"	-0.23	0.46	NaN	-1	-	-	-
"lrp"	"ispD"	-0.06	0.31	NaN	-1	-	-	-
"lrp"	"ftsB"	0.22	0.50	NaN	1	-	-	-
"lrp"	"ygbE"	-0.16	0.33	NaN	-1	-	-	-
"lrp"	"cysC"	-0.22	0.59	NaN	-1	-	-	-
"lrp"	"cysN"	0.10	0.28	NaN	1	-	-	-
"lrp"	"cysD"	0.27	0.15	NaN	1	-	-	-
"lrp"	"iap"	-0.14	0.52	NaN	-1	-	-	-
"lrp"	"cas2"	0.06	0.27	NaN	1	-	-	-
"lrp"	"casA"	-0.78	1.51	NaN	-1	-	-	-
"lrp"	"cysH"	0.06	0.17	NaN	1	-	-	-
"lrp"	"cysI"	-0.05	0.97	NaN	-1	-	-	-
"lrp"	"cysJ"	-0.15	0.85	NaN	-1	-	-	-
"lrp"	"queD"	-0.14	0.49	NaN	-1	-	-	-
"lrp"	"ygcN"	0.21	0.34	NaN	1	-	-	-
"lrp"	"ygcU"	0.09	0.52	NaN	1	-	-	-
"lrp"	"ygcW"	-0.10	0.17	NaN	-1	-	-	-
"lrp"	"yqcE"	0.10	0.64	NaN	1	-	-	-
"lrp"	"queE"	-0.14	0.60	NaN	-1	-	-	-
"lrp"	"eno"	0.66	0.22	NaN	1	-	-	-
"lrp"	"pyrG"	0.40	0.03	NaN	1	-	-	-
"lrp"	"mazG"	0.23	0.77	NaN	1	-	-	-
"lrp"	"mazE"	0.53	0.94	NaN	1	-	-	-
"lrp"	"relA"	0.85	1.34	NaN	1	-	-	-
"lrp"	"rlmD"	0.98	1.66	NaN	1	-	-	-
"lrp"	"gudD"	0.45	0.11	NaN	1	-	-	-
"lrp"	"yqcA"	0.45	0.55	NaN	1	-	-	-
"lrp"	"truC"	0.26	0.39	NaN	1	-	-	-
"lrp"	"yqcC"	0.07	1.33	NaN	1	-	-	-
"lrp"	"csrB"	-0.73	0.46	NaN	-1	-	-	-
"lrp"	"syd"	0.10	0.27	NaN	1	-	-	-
"lrp"	"queF"	-0.01	0.19	NaN	-1	-	-	-
"lrp"	"ygdH"	-0.03	0.68	NaN	-1	-	-	-
"lrp"	"sdaC"	-1.85	0.90	NaN	-1	-	-	-
"lrp"	"ygdG"	0.22	0.53	NaN	1	-	-	-
"lrp"	"fucA"	-0.16	0.27	NaN	-1	-	-	-
"lrp"	"fucP"	-0.64	0.51	NaN	-1	-	-	-
"lrp"	"ygdD"	0.86	0.41	NaN	1	-	-	-
"lrp"	"gcvA"	0.12	0.39	NaN	1	-	-	-
"lrp"	"gcvB"	-1.85	1.60	NaN	-1	-	-	-
"lrp"	"csdA"	0.00	0.27	NaN	1	-	-	-
"lrp"	"ygdI"	-0.02	0.31	NaN	-1	-	-	-
"lrp"	"mltA"	-0.29	0.29	NaN	-1	-	-	-
"lrp"	"metZ"	-0.37	0.53	NaN	-1	-	-	-
"lrp"	"metW"	-0.37	0.53	NaN	-1	-	-	-
"lrp"	"metV"	-0.37	0.53	NaN	-1	-	-	-
"lrp"	"amiC"	-1.02	0.70	NaN	-1	-	-	-
"lrp"	"argA"	0.18	2.70	NaN	1	-	-	-
"lrp"	"ptrA"	-0.40	0.20	NaN	-1	-	-	-
"lrp"	"recC"	-0.12	0.03	NaN	-1	-	-	-
"lrp"	"ppdA"	0.06	1.15	NaN	1	-	-	-
"lrp"	"thyA"	-0.74	0.50	NaN	-1	-	-	-
"lrp"	"lgt"	-0.35	0.37	NaN	-1	-	-	-
"lrp"	"rppH"	-0.18	0.58	NaN	-1	-	-	-
"lrp"	"mutH"	0.13	0.57	NaN	1	-	-	-
"lrp"	"ygdQ"	0.06	0.41	NaN	1	-	-	-
"lrp"	"ygdR"	0.27	0.80	NaN	1	-	-	-
"lrp"	"tas"	0.25	0.25	NaN	1	-	-	-
"lrp"	"lplT"	-0.22	0.42	NaN	-1	-	-	-
"lrp"	"aas"	-0.39	0.31	NaN	-1	-	-	-
"lrp"	"omrA"	0.19	0.00	NaN	1	-	-	-
"lrp"	"omrB"	-1.26	0.99	NaN	-1	-	-	-
"lrp"	"galR"	0.09	0.11	NaN	1	-	-	-
"lrp"	"lysR"	-0.14	0.34	NaN	-1	-	-	-
"lrp"	"lysA"	-0.51	1.56	NaN	-1	-	-	-
"lrp"	"ygeA"	0.16	0.14	NaN	1	-	-	-
"lrp"	"araE"	-0.07	0.08	NaN	-1	-	-	-
"lrp"	"kduI"	0.46	0.23	NaN	1	-	-	-
"lrp"	"yqeF"	0.26	0.30	NaN	1	-	-	-
"lrp"	"yqeG"	-3.25	0.62	NaN	-1	-	-	-
"lrp"	"yqeH"	-1.06	1.02	NaN	-1	-	-	-
"lrp"	"yqeI"	-1.22	0.27	NaN	-1	-	-	-
"lrp"	"ygeH"	0.34	0.31	NaN	1	-	-	-
"lrp"	"ygeI"	0.12	1.94	NaN	1	-	-	-
"lrp"	"glyU"	0.64	0.25	NaN	1	-	-	-
"lrp"	"ygeQ"	0.59	0.45	NaN	1	-	-	-
"lrp"	"ygeR"	-0.28	0.44	NaN	-1	-	-	-
"lrp"	"xdhA"	0.24	0.52	NaN	1	-	-	-
"lrp"	"ygeV"	-0.18	0.48	NaN	-1	-	-	-
"lrp"	"ygeW"	0.76	1.91	NaN	1	-	-	-
"lrp"	"hyuA"	0.12	0.66	NaN	1	-	-	-
"lrp"	"mocA"	-0.37	0.81	NaN	-1	-	-	-
"lrp"	"yqeC"	0.26	0.59	NaN	1	-	-	-
"lrp"	"ygfK"	0.07	0.59	NaN	1	-	-	-
"lrp"	"ssnA"	0.38	0.73	NaN	1	-	-	-
"lrp"	"xanQ"	0.20	0.32	NaN	1	-	-	-
"lrp"	"ygfS"	0.86	1.01	NaN	1	-	-	-
"lrp"	"uacT"	0.06	1.06	NaN	1	-	-	-
"lrp"	"idi"	0.06	0.61	NaN	1	-	-	-
"lrp"	"lysS"	-0.64	1.16	NaN	-1	-	-	-
"lrp"	"prfB"	-0.01	0.02	NaN	-1	-	-	-
"lrp"	"dsbC"	0.11	0.42	NaN	1	-	-	-
"lrp"	"xerD"	0.25	0.34	NaN	1	-	-	-
"lrp"	"fldB"	0.43	0.63	NaN	1	-	-	-
"lrp"	"cptA"	-0.12	0.05	NaN	-1	-	-	-
"lrp"	"ygfZ"	0.41	0.24	NaN	1	-	-	-
"lrp"	"yqfA"	0.51	0.67	NaN	1	-	-	-
"lrp"	"bglA"	0.20	0.19	NaN	1	-	-	-
"lrp"	"gcvT"	-0.07	1.21	NaN	-1	-	-	-
"lrp"	"ygfB"	0.28	0.42	NaN	1	-	-	-
"lrp"	"zapA"	-0.07	0.64	NaN	-1	-	-	-
"lrp"	"ssrS"	0.66	1.01	NaN	1	-	-	-
"lrp"	"sibC"	-0.30	0.50	NaN	-1	-	-	-
"lrp"	"serA"	2.00	1.01	NaN	1	-	-	-
"lrp"	"rpiA"	-0.08	0.60	NaN	-1	-	-	-
"lrp"	"argP"	0.28	0.55	NaN	1	-	-	-
"lrp"	"yggE"	0.48	0.12	NaN	1	-	-	-
"lrp"	"argO"	0.53	0.92	NaN	1	-	-	-
"lrp"	"mscS"	-0.41	0.36	NaN	-1	-	-	-
"lrp"	"fbaA"	0.46	0.34	NaN	1	-	-	-
"lrp"	"pgk"	0.41	0.49	NaN	1	-	-	-
"lrp"	"epd"	0.12	0.19	NaN	1	-	-	-
"lrp"	"yggC"	0.03	0.15	NaN	1	-	-	-
"lrp"	"tktA"	0.09	0.17	NaN	1	-	-	-
"lrp"	"loiP"	0.42	0.41	NaN	1	-	-	-
"lrp"	"speB"	0.18	0.97	NaN	1	-	-	-
"lrp"	"speA"	0.24	0.23	NaN	1	-	-	-
"lrp"	"yqgB"	0.45	0.36	NaN	1	-	-	-
"lrp"	"metK"	-1.09	1.59	NaN	-1	-	-	-
"lrp"	"galP"	0.55	0.61	NaN	1	-	-	-
"lrp"	"yggI"	1.03	1.33	NaN	1	-	-	-
"lrp"	"endA"	-0.19	0.36	NaN	-1	-	-	-
"lrp"	"rsmE"	0.30	0.28	NaN	1	-	-	-
"lrp"	"gshB"	0.16	0.15	NaN	1	-	-	-
"lrp"	"yqgE"	-0.09	0.18	NaN	-1	-	-	-
"lrp"	"yggT"	0.10	0.46	NaN	1	-	-	-
"lrp"	"yggU"	-0.36	0.65	NaN	-1	-	-	-
"lrp"	"rdgB"	-0.31	0.45	NaN	-1	-	-	-
"lrp"	"yggM"	0.20	0.28	NaN	1	-	-	-
"lrp"	"ansB"	-0.43	0.66	NaN	-1	-	-	-
"lrp"	"yggN"	0.59	0.40	NaN	1	-	-	-
"lrp"	"yggL"	-0.06	0.28	NaN	-1	-	-	-
"lrp"	"mutY"	-0.72	0.57	NaN	-1	-	-	-
"lrp"	"yggX"	-0.21	0.06	NaN	-1	-	-	-
"lrp"	"nupG"	0.32	0.14	NaN	1	-	-	-
"lrp"	"speC"	-0.43	0.25	NaN	-1	-	-	-
"lrp"	"yqgA"	-0.14	0.12	NaN	-1	-	-	-
"lrp"	"pheV"	0.03	0.76	NaN	1	-	-	-
"lrp"	"yghD"	0.19	0.67	NaN	1	-	-	-
"lrp"	"yghF"	-0.13	1.32	NaN	-1	-	-	-
"lrp"	"pppA"	-0.48	0.60	NaN	-1	-	-	-
"lrp"	"yghJ"	-0.13	0.20	NaN	-1	-	-	-
"lrp"	"glcA"	0.41	0.85	NaN	1	-	-	-
"lrp"	"glcB"	-0.19	0.73	NaN	-1	-	-	-
"lrp"	"glcD"	0.60	0.86	NaN	1	-	-	-
"lrp"	"glcC"	0.95	0.58	NaN	1	-	-	-
"lrp"	"insH-9"	0.40	0.52	NaN	1	-	-	-
"lrp"	"yghQ"	-0.71	1.31	NaN	-1	-	-	-
"lrp"	"yghT"	-0.06	0.61	NaN	-1	-	-	-
"lrp"	"pitB"	-0.44	0.28	NaN	-1	-	-	-
"lrp"	"gss"	0.03	0.21	NaN	1	-	-	-
"lrp"	"yghU"	-0.15	0.71	NaN	-1	-	-	-
"lrp"	"hybB"	-0.22	0.69	NaN	-1	-	-	-
"lrp"	"hybO"	0.43	0.09	NaN	1	-	-	-
"lrp"	"yghW"	1.06	0.85	NaN	1	-	-	-
"lrp"	"gpr"	-0.09	0.61	NaN	-1	-	-	-
"lrp"	"yghA"	0.31	0.79	NaN	1	-	-	-
"lrp"	"yqhA"	-0.68	0.46	NaN	-1	-	-	-
"lrp"	"exbD"	0.32	0.38	NaN	1	-	-	-
"lrp"	"exbB"	0.65	0.51	NaN	1	-	-	-
"lrp"	"metC"	-0.41	0.61	NaN	-1	-	-	-
"lrp"	"yghB"	-0.02	0.14	NaN	-1	-	-	-
"lrp"	"yqhD"	0.51	0.19	NaN	1	-	-	-
"lrp"	"yqhC"	0.07	0.28	NaN	1	-	-	-
"lrp"	"dkgA"	0.24	0.95	NaN	1	-	-	-
"lrp"	"yqhG"	0.16	0.40	NaN	1	-	-	-
"lrp"	"yqhH"	0.44	1.19	NaN	1	-	-	-
"lrp"	"ygiQ"	-0.68	0.98	NaN	-1	-	-	-
"lrp"	"ftsP"	0.08	0.17	NaN	1	-	-	-
"lrp"	"parC"	-0.14	0.11	NaN	-1	-	-	-
"lrp"	"ygiS"	-0.38	0.16	NaN	-1	-	-	-
"lrp"	"mqsA"	0.26	0.58	NaN	1	-	-	-
"lrp"	"mqsR"	-0.23	0.60	NaN	-1	-	-	-
"lrp"	"ygiV"	-0.59	0.31	NaN	-1	-	-	-
"lrp"	"ygiW"	-0.41	0.19	NaN	-1	-	-	-
"lrp"	"qseB"	-0.04	0.55	NaN	-1	-	-	-
"lrp"	"ygiZ"	-1.12	0.00	NaN	-1	-	-	-
"lrp"	"mdaB"	0.48	0.59	NaN	1	-	-	-
"lrp"	"ygiN"	0.28	0.52	NaN	1	-	-	-
"lrp"	"parE"	-0.26	0.47	NaN	-1	-	-	-
"lrp"	"cpdA"	0.14	0.09	NaN	1	-	-	-
"lrp"	"yqiB"	-0.12	0.42	NaN	-1	-	-	-
"lrp"	"tolC"	-0.22	0.28	NaN	-1	-	-	-
"lrp"	"ygiB"	0.36	0.63	NaN	1	-	-	-
"lrp"	"zupT"	0.33	0.37	NaN	1	-	-	-
"lrp"	"ygiD"	0.42	0.77	NaN	1	-	-	-
"lrp"	"ribB"	0.06	0.19	NaN	1	-	-	-
"lrp"	"yqiC"	0.32	0.38	NaN	1	-	-	-
"lrp"	"ygiL"	0.28	0.00	NaN	1	-	-	-
"lrp"	"insC-5"	0.58	0.50	NaN	1	-	-	-
"lrp"	"glgS"	-0.03	0.26	NaN	-1	-	-	-
"lrp"	"yqiJ"	0.85	1.66	NaN	1	-	-	-
"lrp"	"sibD"	-0.15	0.39	NaN	-1	-	-	-
"lrp"	"sibE"	-0.30	0.54	NaN	-1	-	-	-
"lrp"	"rfaE"	-0.02	0.44	NaN	-1	-	-	-
"lrp"	"glnE"	-0.40	0.69	NaN	-1	-	-	-
"lrp"	"ygiF"	-0.05	0.09	NaN	-1	-	-	-
"lrp"	"ygiM"	0.37	1.37	NaN	1	-	-	-
"lrp"	"bacA"	0.28	0.06	NaN	1	-	-	-
"lrp"	"ygiH"	0.41	0.51	NaN	1	-	-	-
"lrp"	"folB"	-0.20	0.70	NaN	-1	-	-	-
"lrp"	"ttdR"	0.17	1.02	NaN	1	-	-	-
"lrp"	"ttdA"	0.22	0.28	NaN	1	-	-	-
"lrp"	"tsaD"	0.27	0.30	NaN	1	-	-	-
"lrp"	"rpsU"	-0.84	0.27	NaN	-1	-	-	-
"lrp"	"rpoD"	0.05	0.33	NaN	1	-	-	-
"lrp"	"mug"	0.41	0.28	NaN	1	-	-	-
"lrp"	"ileX"	1.55	0.00	NaN	1	-	-	-
"lrp"	"yqjH"	-0.35	0.45	NaN	-1	-	-	-
"lrp"	"yqjI"	0.25	0.81	NaN	1	-	-	-
"lrp"	"aer"	-0.79	0.50	NaN	-1	-	-	-
"lrp"	"patA"	4.31	1.05	NaN	1	-	-	-
"lrp"	"ygjH"	0.96	1.04	NaN	1	-	-	-
"lrp"	"ebgR"	-0.15	0.22	NaN	-1	-	-	-
"lrp"	"ebgA"	-0.27	0.74	NaN	-1	-	-	-
"lrp"	"ygjI"	0.47	1.41	NaN	1	-	-	-
"lrp"	"fadH"	0.13	0.73	NaN	1	-	-	-
"lrp"	"higA"	0.21	0.35	NaN	1	-	-	-
"lrp"	"higB"	0.04	1.23	NaN	1	-	-	-
"lrp"	"rlmG"	-0.18	0.15	NaN	-1	-	-	-
"lrp"	"ygjQ"	-0.14	0.50	NaN	-1	-	-	-
"lrp"	"ygjR"	-0.14	0.55	NaN	-1	-	-	-
"lrp"	"alx"	-0.28	0.33	NaN	-1	-	-	-
"lrp"	"sstT"	-1.18	0.72	NaN	-1	-	-	-
"lrp"	"ygjV"	0.43	0.48	NaN	1	-	-	-
"lrp"	"uxaC"	0.53	0.40	NaN	1	-	-	-
"lrp"	"exuT"	0.15	0.44	NaN	1	-	-	-
"lrp"	"exuR"	0.30	0.33	NaN	1	-	-	-
"lrp"	"yqjA"	0.09	0.64	NaN	1	-	-	-
"lrp"	"mzrA"	-0.50	0.12	NaN	-1	-	-	-
"lrp"	"yqjC"	0.10	0.19	NaN	1	-	-	-
"lrp"	"yqjD"	0.25	0.74	NaN	1	-	-	-
"lrp"	"yqjF"	0.67	0.21	NaN	1	-	-	-
"lrp"	"yqjG"	0.17	0.65	NaN	1	-	-	-
"lrp"	"yhaH"	0.23	0.30	NaN	1	-	-	-
"lrp"	"yhaI"	0.55	0.95	NaN	1	-	-	-
"lrp"	"yhaJ"	0.28	0.21	NaN	1	-	-	-
"lrp"	"yhaK"	0.40	0.37	NaN	1	-	-	-
"lrp"	"tdcG"	0.02	0.25	NaN	1	-	-	-
"lrp"	"tdcA"	-0.17	0.17	NaN	-1	-	-	-
"lrp"	"rnpB"	-0.02	0.73	NaN	-1	-	-	-
"lrp"	"garP"	-0.12	0.52	NaN	-1	-	-	-
"lrp"	"prlF"	0.26	0.76	NaN	1	-	-	-
"lrp"	"agaR"	-0.13	0.57	NaN	-1	-	-	-
"lrp"	"kbaZ"	1.18	0.56	NaN	1	-	-	-
"lrp"	"agaS"	0.46	0.20	NaN	1	-	-	-
"lrp"	"yraH"	-0.61	0.50	NaN	-1	-	-	-
"lrp"	"lpoA"	-0.11	0.09	NaN	-1	-	-	-
"lrp"	"rsmI"	-0.32	0.48	NaN	-1	-	-	-
"lrp"	"diaA"	-0.22	0.17	NaN	-1	-	-	-
"lrp"	"yraP"	-0.05	0.26	NaN	-1	-	-	-
"lrp"	"yraQ"	-0.30	1.29	NaN	-1	-	-	-
"lrp"	"yraR"	0.59	0.67	NaN	1	-	-	-
"lrp"	"yhbP"	0.05	0.90	NaN	1	-	-	-
"lrp"	"yhbQ"	0.09	0.20	NaN	1	-	-	-
"lrp"	"yhbS"	0.41	0.92	NaN	1	-	-	-
"lrp"	"yhbU"	-0.47	0.62	NaN	-1	-	-	-
"lrp"	"yhbT"	0.30	0.41	NaN	1	-	-	-
"lrp"	"yhbW"	0.29	0.31	NaN	1	-	-	-
"lrp"	"mtr"	-1.30	1.05	NaN	-1	-	-	-
"lrp"	"deaD"	-0.45	0.71	NaN	-1	-	-	-
"lrp"	"yrbN"	-0.38	1.09	NaN	-1	-	-	-
"lrp"	"nlpI"	-0.46	0.34	NaN	-1	-	-	-
"lrp"	"pnp"	-0.56	0.71	NaN	-1	-	-	-
"lrp"	"rpsO"	-0.20	0.95	NaN	-1	-	-	-
"lrp"	"infB"	-0.07	0.90	NaN	-1	-	-	-
"lrp"	"nusA"	0.13	0.48	NaN	1	-	-	-
"lrp"	"rimP"	-0.12	0.24	NaN	-1	-	-	-
"lrp"	"metY"	-0.09	0.79	NaN	-1	-	-	-
"lrp"	"argG"	-0.22	1.51	NaN	-1	-	-	-
"lrp"	"yhbX"	0.05	0.72	NaN	1	-	-	-
"lrp"	"leuU"	1.22	0.86	NaN	1	-	-	-
"lrp"	"secG"	0.21	0.74	NaN	1	-	-	-
"lrp"	"glmM"	0.15	0.17	NaN	1	-	-	-
"lrp"	"folP"	-0.03	0.16	NaN	-1	-	-	-
"lrp"	"ftsH"	0.22	0.25	NaN	1	-	-	-
"lrp"	"rlmE"	0.28	0.53	NaN	1	-	-	-
"lrp"	"yhbY"	-0.35	0.59	NaN	-1	-	-	-
"lrp"	"greA"	0.16	0.69	NaN	1	-	-	-
"lrp"	"dacB"	-0.72	0.52	NaN	-1	-	-	-
"lrp"	"yhbE"	-0.12	0.34	NaN	-1	-	-	-
"lrp"	"rpmA"	-0.22	0.40	NaN	-1	-	-	-
"lrp"	"rplU"	-0.29	0.23	NaN	-1	-	-	-
"lrp"	"sfsB"	0.34	0.78	NaN	1	-	-	-
"lrp"	"murA"	-0.32	0.36	NaN	-1	-	-	-
"lrp"	"ibaG"	-0.50	0.68	NaN	-1	-	-	-
"lrp"	"mlaC"	0.25	0.22	NaN	1	-	-	-
"lrp"	"mlaD"	0.06	0.28	NaN	1	-	-	-
"lrp"	"yrbG"	-0.06	0.25	NaN	-1	-	-	-
"lrp"	"kdsD"	-0.14	0.25	NaN	-1	-	-	-
"lrp"	"kdsC"	0.06	0.09	NaN	1	-	-	-
"lrp"	"lptA"	0.17	0.20	NaN	1	-	-	-
